model	task	scope	id	name	predicate_kind	type	universe	facts	bytes	attempts	evaluation_ns	sparse_bytes	best_bytes
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	32	$n10	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	33	$n11	2	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	34	$n12	5	set	0	0	0	0	0	0	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	35	$n13	7	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	36	$n14	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	37	$n15	7	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	38	$n16	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	39	$n17	11	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	40	$n18	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	41	$n19	11	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	42	$n20	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	43	$n21	11	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	44	$n22	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	45	$n23	11	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	46	$n24	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	47	$n25	2	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	48	$n26	3	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	49	$n27	5	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	50	$n28	5	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	51	$n29	2	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	52	$n30	2	relation	0	0	0	0	0	4	0
pso	36-apron_41-threadenter-no-locals_unknown_1_pos.yml	predicate	53	$n31	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	0	com	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	1	ww_loc	5	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	2	ppo	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	3	lifecycle	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	4	order	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	5	reach	12	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	6	rf	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	7	ext	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	8	rfe	5	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	9	fr	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	10	co	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	11	W	0	set	0	0	0	0	0	0	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	12	po	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	13	loc	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	14	R	0	set	0	0	0	0	0	0	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	15	F	0	set	0	0	0	0	0	0	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	16	SC	0	set	0	0	0	0	0	0	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	17	tc	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	18	tj	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	19	rmw	0	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	20	fre	5	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	21	coe	5	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	22	$n0	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	23	$n1	7	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	24	$n2	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	25	$n3	7	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	26	$n4	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	27	$n5	7	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	28	$n6	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	29	$n7	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	30	$n8	7	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	31	$n9	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	32	$n10	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	33	$n11	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	34	$n12	5	set	0	0	0	0	0	0	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	35	$n13	7	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	36	$n14	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	37	$n15	7	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	38	$n16	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	39	$n17	11	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	40	$n18	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	41	$n19	11	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	42	$n20	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	43	$n21	11	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	44	$n22	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	45	$n23	11	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	46	$n24	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	47	$n25	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	48	$n26	3	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	49	$n27	5	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	50	$n28	5	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	51	$n29	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	52	$n30	2	relation	0	0	0	0	0	4	0
pso	36-apron_16-traces-unprot2_true.yml	predicate	53	$n31	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	0	com	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	1	ww_loc	5	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	2	ppo	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	3	lifecycle	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	4	order	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	5	reach	12	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	6	rf	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	7	ext	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	8	rfe	5	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	9	fr	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	10	co	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	11	W	0	set	0	0	0	0	0	0	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	12	po	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	13	loc	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	14	R	0	set	0	0	0	0	0	0	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	15	F	0	set	0	0	0	0	0	0	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	16	SC	0	set	0	0	0	0	0	0	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	17	tc	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	18	tj	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	19	rmw	0	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	20	fre	5	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	21	coe	5	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	22	$n0	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	23	$n1	7	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	24	$n2	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	25	$n3	7	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	26	$n4	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	27	$n5	7	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	28	$n6	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	29	$n7	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	30	$n8	7	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	31	$n9	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	32	$n10	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	33	$n11	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	34	$n12	5	set	0	0	0	0	0	0	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	35	$n13	7	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	36	$n14	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	37	$n15	7	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	38	$n16	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	39	$n17	11	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	40	$n18	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	41	$n19	11	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	42	$n20	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	43	$n21	11	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	44	$n22	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	45	$n23	11	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	46	$n24	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	47	$n25	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	48	$n26	3	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	49	$n27	5	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	50	$n28	5	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	51	$n29	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	52	$n30	2	relation	0	0	0	0	0	4	0
pso	13-privatized_66-mine-W-init_true.yml	predicate	53	$n31	2	relation	0	0	0	0	0	4	0
pso	13-privatized_47-refine-protected2_true.yml	base	-1	F	-1	set	15	0	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	base	-1	R	-1	set	15	4	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	base	-1	SC	-1	set	15	0	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	base	-1	W	-1	set	15	7	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	base	-1	co	-1	relation	15	11	120	0	0	108	108
pso	13-privatized_47-refine-protected2_true.yml	base	-1	ext	-1	relation	15	120	120	0	0	544	120
pso	13-privatized_47-refine-protected2_true.yml	base	-1	fr	-1	relation	15	8	120	0	0	96	96
pso	13-privatized_47-refine-protected2_true.yml	base	-1	loc	-1	relation	15	65	120	0	0	324	120
pso	13-privatized_47-refine-protected2_true.yml	base	-1	po	-1	relation	15	31	120	0	0	188	120
pso	13-privatized_47-refine-protected2_true.yml	base	-1	rf	-1	relation	15	4	120	0	0	80	80
pso	13-privatized_47-refine-protected2_true.yml	base	-1	rmw	-1	relation	15	2	120	0	0	72	72
pso	13-privatized_47-refine-protected2_true.yml	base	-1	tc	-1	relation	15	1	120	0	0	68	68
pso	13-privatized_47-refine-protected2_true.yml	base	-1	tj	-1	relation	15	0	120	0	0	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	0	com	2	relation	15	23	120	10	665	156	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	1	ww_loc	5	relation	15	2	120	10	812	72	72
pso	13-privatized_47-refine-protected2_true.yml	predicate	2	ppo	2	relation	15	15	120	10	700	124	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	3	lifecycle	2	relation	15	6	120	10	707	88	88
pso	13-privatized_47-refine-protected2_true.yml	predicate	4	order	2	relation	15	38	120	10	766	216	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	5	reach	12	relation	15	94	120	10	10737	440	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	6	rf	0	relation	15	4	120	0	0	80	80
pso	13-privatized_47-refine-protected2_true.yml	predicate	7	ext	0	relation	15	120	120	0	0	544	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	8	rfe	5	relation	15	4	120	10	731	80	80
pso	13-privatized_47-refine-protected2_true.yml	predicate	9	fr	0	relation	15	8	120	0	0	96	96
pso	13-privatized_47-refine-protected2_true.yml	predicate	10	co	0	relation	15	11	120	0	0	108	108
pso	13-privatized_47-refine-protected2_true.yml	predicate	11	W	0	set	15	7	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	predicate	12	po	0	relation	15	31	120	0	0	188	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	13	loc	0	relation	15	65	120	0	0	324	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	14	R	0	set	15	4	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	predicate	15	F	0	set	15	0	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	predicate	16	SC	0	set	15	0	8	0	0	2	2
pso	13-privatized_47-refine-protected2_true.yml	predicate	17	tc	0	relation	15	1	120	0	0	68	68
pso	13-privatized_47-refine-protected2_true.yml	predicate	18	tj	0	relation	15	0	120	0	0	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	19	rmw	0	relation	15	2	120	0	0	72	72
pso	13-privatized_47-refine-protected2_true.yml	predicate	20	fre	5	relation	15	4	120	10	886	80	80
pso	13-privatized_47-refine-protected2_true.yml	predicate	21	coe	5	relation	15	9	120	10	905	100	100
pso	13-privatized_47-refine-protected2_true.yml	predicate	22	$n0	2	relation	15	12	120	10	686	112	112
pso	13-privatized_47-refine-protected2_true.yml	predicate	23	$n1	7	relation	15	7	120	10	1153	92	92
pso	13-privatized_47-refine-protected2_true.yml	predicate	24	$n2	3	relation	15	9	120	10	4948	100	100
pso	13-privatized_47-refine-protected2_true.yml	predicate	25	$n3	7	relation	15	7	120	10	1529	92	92
pso	13-privatized_47-refine-protected2_true.yml	predicate	26	$n4	3	relation	15	4	120	10	4775	80	80
pso	13-privatized_47-refine-protected2_true.yml	predicate	27	$n5	7	relation	15	4	120	10	1216	80	80
pso	13-privatized_47-refine-protected2_true.yml	predicate	28	$n6	3	relation	15	13	120	10	4777	116	116
pso	13-privatized_47-refine-protected2_true.yml	predicate	29	$n7	2	relation	15	15	120	10	683	124	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	30	$n8	7	relation	15	0	120	10	1072	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	31	$n9	3	relation	15	0	120	10	6758	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	32	$n10	3	relation	15	0	120	10	3653	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	33	$n11	2	relation	15	15	120	10	708	124	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	34	$n12	5	set	15	0	8	10	1501	2	2
pso	13-privatized_47-refine-protected2_true.yml	predicate	35	$n13	7	relation	15	0	120	10	1056	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	36	$n14	3	relation	15	0	120	10	3514	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	37	$n15	7	relation	15	0	120	10	2248	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	38	$n16	3	relation	15	0	120	10	3544	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	39	$n17	11	relation	15	46	120	10	2225	248	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	40	$n18	3	relation	15	1	120	10	7110	68	68
pso	13-privatized_47-refine-protected2_true.yml	predicate	41	$n19	11	relation	15	46	120	10	2401	248	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	42	$n20	3	relation	15	6	120	10	3863	88	88
pso	13-privatized_47-refine-protected2_true.yml	predicate	43	$n21	11	relation	15	46	120	10	2738	248	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	44	$n22	3	relation	15	0	120	10	9662	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	45	$n23	11	relation	15	46	120	10	5681	248	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	46	$n24	3	relation	15	0	120	10	3822	64	64
pso	13-privatized_47-refine-protected2_true.yml	predicate	47	$n25	2	relation	15	20	120	10	628	144	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	48	$n26	3	relation	15	2	120	10	4274	72	72
pso	13-privatized_47-refine-protected2_true.yml	predicate	49	$n27	5	relation	15	1	120	10	825	68	68
pso	13-privatized_47-refine-protected2_true.yml	predicate	50	$n28	5	relation	15	7	120	10	1686	92	92
pso	13-privatized_47-refine-protected2_true.yml	predicate	51	$n29	2	relation	15	11	120	10	1438	108	108
pso	13-privatized_47-refine-protected2_true.yml	predicate	52	$n30	2	relation	15	15	120	10	977	124	120
pso	13-privatized_47-refine-protected2_true.yml	predicate	53	$n31	2	relation	15	25	120	10	729	164	120
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	F	-1	set	6	0	8	0	0	1	1
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	R	-1	set	6	1	8	0	0	1	1
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	SC	-1	set	6	0	8	0	0	1	1
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	W	-1	set	6	5	8	0	0	1	1
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	co	-1	relation	6	4	48	0	0	44	44
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	ext	-1	relation	6	16	48	0	0	92	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	fr	-1	relation	6	2	48	0	0	36	36
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	loc	-1	relation	6	20	48	0	0	108	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	po	-1	relation	6	6	48	0	0	52	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	rf	-1	relation	6	1	48	0	0	32	32
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	rmw	-1	relation	6	1	48	0	0	32	32
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	tc	-1	relation	6	0	48	0	0	28	28
pso	13-privatized_57-singlethreaded-unlock_true.yml	base	-1	tj	-1	relation	6	0	48	0	0	28	28
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	0	com	2	relation	6	7	48	1	63	56	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	1	ww_loc	5	relation	6	1	48	1	272	32	32
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	2	ppo	2	relation	6	4	48	1	63	44	44
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	3	lifecycle	2	relation	6	0	48	1	64	28	28
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	4	order	2	relation	6	9	48	1	65	64	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	5	reach	12	relation	6	12	48	1	547	76	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	6	rf	0	relation	6	1	48	0	0	32	32
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	7	ext	0	relation	6	16	48	0	0	92	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	8	rfe	5	relation	6	1	48	1	72	32	32
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	9	fr	0	relation	6	2	48	0	0	36	36
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	10	co	0	relation	6	4	48	0	0	44	44
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	11	W	0	set	6	5	8	0	0	1	1
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	12	po	0	relation	6	6	48	0	0	52	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	13	loc	0	relation	6	20	48	0	0	108	48
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	14	R	0	set	6	1	8	0	0	1	1
pso	13-privatized_57-singlethreaded-unlock_true.yml	predicate	15	F	0	set	6	0	8	0	0	1	1
